,smiles,ESOL,group
547,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,training
548,FC(F)(F)c1ccccc1,-2.51,training
550,c1ccc2c(c1)sc1ccccc12,-4.38,training
551,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-7.8,training
552,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01,training
553,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.8930000000000002,training
554,OC(c1ccccc1)C(O)c1ccccc1,-1.93,training
555,COC(=O)c1ccccc1C(=O)OC,-1.66,training
556,CCCCCCCC(=O)OCC,-3.39,training
558,CCOCCOCC,-0.77,training
559,Clc1cc(Cl)c(Cl)cc1Cl,-5.56,training
561,C=CCCCCC,-3.73,training
562,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,training
563,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,training
564,Nc1ccccc1Cl,-1.52,training
567,CCCCOC=O,-1.37,training
568,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.18,training
569,ClC(Cl)Br,-1.54,training
570,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,training
571,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,training
572,O=Cc1ccc(O)cc1,-0.96,training
573,CBr,-0.79,training
574,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8,training
575,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.8389999999999995,training
576,CCc1ccc2ccccc2c1,-4.29,training
577,Cc1c[nH]c(=O)nc1N,-1.4580000000000002,training
578,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92,training
579,O=C(Nc1ccccc1)c1ccccc1I,-4.21,training
580,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.685,training
582,Oc1ccc(Cl)cc1Cl,-1.55,training
583,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.291,training
584,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16,training
585,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,training
587,Cc1ccccc1N,-2.21,training
588,C=CCc1ccc(OC)cc1,-2.92,training
589,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,training
590,C=CC(C)C,-2.73,training
592,CC,-1.36,training
594,Sc1nc2ccccc2s1,-3.18,training
595,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.6,training
596,COc1c2occc2cc2ccc(=O)oc12,-3.6639999999999997,training
597,CC(N)=O,1.58,training
598,Cc1cccc2ccccc12,-3.7,training
599,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,training
600,CC(O)C(C)(C)C,-0.62,training
601,CCCC(=O)OCC,-1.36,training
602,CC1=CC(=O)c2ccccc2C1=O,-3.03,training
603,c1ccc2c(c1)ccc1ccccc12,-5.26,training
604,Cc1ccnc(C)c1,0.38,training
605,CCCCCCCCCO,-3.01,training
606,BrCBr,-1.17,training
607,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,training
608,Cc1ccc2cc(C)ccc2c1,-4.89,training
611,Nc1cccc([N+](=O)[O-])c1,-2.19,training
613,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,-4.19,training
614,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.445,training
615,Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2,training
616,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,training
618,CC1CO1,-0.59,training
619,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.7960000000000003,training
620,CCNC(=S)NCC,-1.46,training
621,Oc1cc(Cl)cc(Cl)c1Cl,-2.67,training
622,CCCCC(=O)OC,-1.34,training
623,Nc1ccccc1,-0.41,training
624,Cc1cccc2c(C)cccc12,-4.6789999999999985,training
625,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.63,training
627,CCCCCOC(=O)CC,-1.28,training
629,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.699,training
631,CCC#CCC,-1.99,training
632,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.292999999999998,training
633,C=C(C)CC,-2.73,training
634,Oc1cccc2cccnc12,-2.42,training
636,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9,training
637,Brc1cc(Br)cc(Br)c1,-5.6,training
638,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,training
639,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,training
640,C=CCc1ccc(O)c(OC)c1,-1.56,training
642,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,training
643,CCOC(C)OCC,-0.43,training
644,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,training
645,CCCCOCCO,-0.42,training
646,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,training
648,c1ccc2ncccc2c1,-1.3,training
650,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,training
651,O=c1[nH]c2cc(Cl)ccc2o1,-2.8310000000000004,training
653,O=C1NC(=O)C(=O)C(=O)N1,-1.25,training
654,ClCCCCl,-1.62,training
655,Fc1cccc(Br)c1,-2.67,training
657,CC(C)C(C)C,-3.65,training
658,C=CCC,-1.94,training
659,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68,training
660,Nc1cc[nH]c(=O)n1,-1.155,training
661,FC(F)(Cl)C(F)(Cl)Cl,-3.04,training
663,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51,training
665,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,training
666,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,training
667,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.017999999999999,training
668,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,training
669,COC1=C(OC)C2C(=O)OCC2C=C1,-1.899,training
671,COc1ccccc1O,-1.96,training
672,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,training
673,Cc1c2ccccc2cc2ccccc12,-5.89,training
676,Cc1cnc2cncnc2n1,-0.8540000000000001,training
677,CCNc1nc(Cl)nc(NCC)n1,-4.55,training
678,CC(=O)N(C)C,1.11,training
679,CSc1nc(N(C)C)nc(N(C)C)n1,-2.676,training
680,C=C,-0.4,training
681,CC(C)(C)CCO,-0.5,training
682,C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.614,training
683,Oc1ccc(Cl)c(Cl)c1Cl,-2.67,training
684,COc1ccccc1,-1.85,training
685,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,training
686,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,training
687,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,training
688,CCc1ccc(C)cc1,-3.11,training
689,CC(C)SC(C)C,-2.24,training
690,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29,training
691,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,training
692,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.21,training
693,Nc1ccc(Cl)cc1,-1.66,training
694,CCCC(C)(C)CO,-1.52,training
695,c1ccoc1,-0.82,training
697,CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.1710000000000003,training
698,CC(C)(C)c1ccccc1,-3.66,training
699,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,training
700,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,training
701,CCCOC,-0.39,training
702,CC(=O)OC(C)C,-0.55,training
703,Brc1ccccc1,-2.55,training
704,CCOC(=O)c1ccc(O)cc1,-2.35,training
705,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.0710000000000015,training
706,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,training
708,O=c1[nH]cnc2[nH]ncc12,-2.266,training
709,C=CCl,-1.75,training
710,CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,training
713,O=C1NC(=O)c2ccccc21,-2.61,training
714,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,training
715,COC(=O)c1ccccc1,-1.85,training
716,Cn1ccc(=O)[nH]c1=O,-0.807,training
718,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,training
719,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,training
720,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,training
721,C1=CCCC1,-2.1,training
722,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99,training
723,CCCCCCCCC,-5.88,training
725,Cc1cc2ccccc2c2ccc3ccccc3c12,-6.59,training
727,CCOC(=O)C=Cc1ccccc1,-3.0,training
728,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.484,training
729,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,-3.4989999999999997,training
730,Cc1ccc(S(N)(=O)=O)cc1,-1.74,training
731,C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.617,training
732,CCCCCC(C)C,-5.08,training
734,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.5380000000000003,training
735,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.7539999999999996,training
736,CCC(O)C(C)C,-0.7,training
737,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.3,training
738,CC1(C)C2CCC1(C)C(O)C2,-2.32,training
739,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,training
740,CCCCCCC,-4.53,training
741,Oc1cccc2ccccc12,-2.22,training
742,CC1CCCCC1C,-4.3,training
743,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,-3.638,training
744,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85,training
745,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,training
748,CCCCSP(=O)(SCCCC)SCCCC,-5.14,training
749,O=C1NC(=O)C2C=CC=CC12,-2.932,training
750,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68,training
751,CC=C(C)C,-2.56,training
752,Cc1ccc(C)c(C)c1,-3.31,training
754,c1ccc2c(c1)cnc1ccccc12,-2.78,training
756,CCCCCCCC,-5.24,training
758,NNc1ccccc1,0.07,training
759,CCC=O,0.58,training
760,C1CCCCCCC1,-4.15,training
761,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.077,training
762,ClC(Cl)Cl,-1.17,training
763,O=c1ccnc(S)[nH]1,-2.273,training
765,CC1=CCCCC1,-3.27,training
766,CCCCC(C=O)CC,-2.13,training
767,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-3.0210000000000004,training
769,CCC(C=O)CC,-1.52,training
770,CCCOCCC,-1.62,training
771,CCCCCCCCCCCCCCO,-5.84,training
772,Oc1c(Cl)ccc(Cl)c1Cl,-2.64,training
773,NC(N)=O,0.96,training
776,CCCCCCCCCCCCCCCCCCO,-8.4,training
777,CC(=O)Nc1ccccc1,-1.33,training
778,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7,training
779,NNC(=O)c1ccncc1,0.009000000000000001,training
781,CC(C)CCOC=O,-1.52,training
782,CC(=O)c1ccccc1,-1.28,training
783,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,training
784,CCOP(=O)(OCC)OCC,0.43,training
785,CC12CCC(C1)C(C)(C)C2=O,-1.85,training
786,COc1cnc2cncnc2n1,-0.91,training
787,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,training
788,CC(C)[N+](=O)[O-],-0.62,training
789,c1ccc2c(c1)[nH]c1ccccc12,-5.27,training
791,CCCOC(=O)c1ccc(N)cc1,-2.452,training
792,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,training
794,CCC(C)C(C)C,-4.28,training
795,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,training
796,CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.6339999999999995,training
797,CCN1C(=O)c2ccccc2Oc2ccccc21,-3.68,training
798,C1CCOCC1,-0.03,training
799,C#CCCCCC,-3.01,training
800,COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.314,training
801,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,-7.92,training
802,CCOC(=O)c1ccccc1,-2.32,training
803,CC(C)CCl,-2.0,training
804,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,training
805,CCCCCCCCCCCC(=O)OC,-4.69,training
807,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,training
808,CCCCCBr,-3.08,training
809,C/C=C/CCCC,-3.82,training
811,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42,training
812,CC(Cl)(Cl)Cl,-2.0,training
813,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,training
815,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,training
816,Cc1ccc(Br)cc1,-3.19,training
817,CCOCC,-0.09,training
818,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,training
819,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,training
820,Cc1cc(C)c(O)c(C)c1,-2.05,training
821,c1ccccc1,-1.64,training
822,Clc1ccc(I)cc1,-4.03,training
823,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.5639999999999996,training
825,C=Cc1ccccc1,-2.82,training
826,COCOC,0.48,training
827,Cc1ccccc1C,-2.8,training
828,CCC(C)O,0.47,training
830,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,training
832,O=C1CNC(=O)N1,-0.4,training
833,CCCCCCc1ccc(O)cc1O,-2.59,training
834,C=CCSS(=O)CC=C,-0.83,training
835,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.3820000000000014,training
836,Cc1c(C)c2c3ccccc3ccc2c2ccccc12,-7.01,training
837,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,training
838,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-3.93,training
839,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,training
840,Clc1cccc(Cl)c1,-3.04,training
841,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.15,training
842,CC(C)COC=O,-1.01,training
843,CSc1ccccc1,-2.39,training
844,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.207,training
847,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59,training
848,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82,training
849,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.925,training
850,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,training
851,c1ccc2c(c1)c1ccccc1c1ccccc21,-6.726,training
852,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,training
853,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,training
855,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,training
856,c1ccc(-c2ccccc2)cc1,-4.345,training
859,CC(C)CC(C)(C)O,-0.92,training
860,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-3.168,training
862,Cc1cc(C)cc(O)c1,-1.4,training
863,O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37,training
865,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,training
866,CCC(C)(C)C,-3.55,training
867,CNc1ccccc1,-1.28,training
868,C=CCC=C,-2.09,training
869,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,training
870,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.456,training
871,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.6039999999999996,training
872,Oc1cccc(Cl)c1,-0.7,training
873,Clc1cccc(Br)c1,-3.21,training
874,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.05,training
876,OCCOc1ccccc1,-0.7,training
877,c1ccc(Cc2ccccc2)cc1,-4.08,training
878,CCCCCC(O)CC,-1.98,training
879,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78,training
880,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,training
881,CCCC(C)CO,-1.11,training
882,CCCCC(C)(C)O,-1.08,training
883,CCc1ccccc1,-2.77,training
884,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,training
886,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.647,training
887,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,training
888,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,training
889,CCOC(=O)CC,-0.66,training
890,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,training
891,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,training
892,Cc1cc2ccccc2cc1C,-4.72,training
893,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25,training
895,N#CN=C(N)N,-0.31,training
896,O=[N+]([O-])C(Cl)(Cl)Cl,-2.0,training
897,Clc1cccc(Cl)c1-c1ccccc1,-5.21,training
898,COc1ccc(C=O)cc1,-1.49,training
899,CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.6919999999999997,training
900,CCCCCCC(=O)OCC,-2.74,training
902,c1ccc2[nH]ncc2c1,-2.16,training
903,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31,training
904,Nc1nc2[nH]cnc2c(=O)[nH]1,-3.583,training
905,COC(C)=O,0.46,training
906,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,training
907,C=CC(O)CCC,-0.59,training
908,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931,training
909,CCCCOCCCC,-1.85,training
911,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,training
912,CCCC(C)(C)O,-0.49,training
913,Nc1nc(=O)[nH]cc1F,-0.972,training
914,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,training
915,CCCCCC(C)(C)O,-1.72,training
918,c1cnc2ncncc2n1,0.02,training
919,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.66,training
920,C,-0.9,training
923,CCC(C)C(C)=O,-0.67,training
925,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.445,training
926,C[N+](=O)[O-],0.26,training
927,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,training
928,C=CCCC=C,-2.68,training
929,c1ccc2[nH]ccc2c1,-1.52,training
930,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,training
931,C=CCCCC,-3.23,training
932,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,training
934,CCCCCCCC(C)=O,-2.58,training
935,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,training
936,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,training
937,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,training
938,CNC(=O)Oc1cccc2ccccc12,-3.2239999999999998,training
939,C#C,0.29,training
940,Cc1cncc(C)c1,0.38,training
942,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.5180000000000002,training
944,CC(Cl)CCl,-1.6,training
945,CCCC=C(C=O)CC,-2.46,training
946,CCOP(=S)(OCC)SCCSCC,-4.23,training
947,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,training
948,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.14,training
949,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,training
951,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6370000000000005,training
952,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,training
953,Cc1cc(C)cc(C)c1,-3.4,training
954,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,training
955,CCCCCCCCCCCCCCCO,-6.35,training
956,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,training
957,CC1(C)C(=O)NC(=O)NC1=O,-1.742,training
958,CC(C)I,-2.09,training
959,O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1,training
960,CC(=O)C(C)C,-0.12,training
961,CCCCCCCCCCCCCCCC,-8.4,training
962,Cc1cccc2sc3nncn3c12,-2.07,training
963,CCCCCCC(C)=O,-2.05,training
964,CCCCCCCCC(=O)OC,-3.38,training
965,Fc1ccc(F)cc1,-1.97,training
966,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.676,training
967,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,training
971,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,training
972,CN(C)C(=O)NC1CCCCCCC1,-2.218,training
973,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8,training
974,CCCCCCCCBr,-5.06,training
975,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,training
976,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.364,training
977,CCC(O)CC,-0.24,training
978,Cc1ccc([N+](=O)[O-])cc1,-2.49,training
979,CC(C)CCCO,-1.14,training
980,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,training
981,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,training
982,Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.878,training
983,CCC(C)(C)O,0.15,training
985,CCOC=O,0.15,training
986,CN(C)c1ccccc1,-1.92,training
987,C1CCC2CCCCC2C1,-5.19,training
988,CCCCS,-2.18,training
989,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,training
990,ClC(Cl)=C(Cl)Cl,-2.54,training
991,CCC(=O)CC,-0.28,training
992,C=CC#N,0.15,training
994,CCCCC(C)=O,-0.8,training
995,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,training
996,CCCCC(C)CC,-5.16,training
998,CNC(=O)Oc1ccccc1C(C)C,-2.863,training
1000,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,training
1001,COc1ccccc1Cl,-2.46,training
1002,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,training
1003,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.03,training
1004,C=CC(=O)OC,-0.22,training
1005,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,training
1006,c1ccc(N=Nc2ccccc2)cc1,-4.45,training
1007,Cc1ccc(C(C)C)cc1,-3.77,training
1008,Oc1c(Cl)cccc1Cl,-1.79,training
1009,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.79,training
1010,OC1C(O)C(O)C(O)C(O)C1O,0.35,training
1011,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17,training
1012,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.1109999999999998,training
1013,CCC(O)(CC)CC,-0.85,training
1015,Brc1ccccc1Br,-3.5,training
1016,Oc1c(Cl)cc(Cl)cc1Cl,-2.34,training
1017,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,training
1018,O=C1c2ccccc2Cc2ccccc2N1CCF,-4.7989999999999995,training
1019,CC(C)C(=O)C(C)C,-1.3,training
1020,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,training
1021,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,training
1022,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,training
1023,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,training
1024,Cc1ccc(O)cc1C,-1.38,training
1025,c1ccc(Oc2ccccc2)cc1,-3.96,training
1028,Sc1ccccc1,-2.12,training
1029,CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,training
1030,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,training
1031,CSSC,-1.44,training
1032,NC(=O)c1ccccc1,-0.96,training
1033,Clc1ccccc1Br,-3.19,training
1035,CCCCC(O)CC,-1.47,training
1036,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.5539999999999985,training
1037,Oc1cc(Cl)cc(Cl)c1,-1.34,training
1038,Cc1cccc2c1ccc1ccccc12,-5.85,training
1042,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,training
1043,C1=CCCCCC1,-3.18,training
1045,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,training
1047,CCC(C)(C)CC,-4.23,training
1048,CNC(=O)C(C)SCCSP(=O)(OC)OC,1.1440000000000001,training
