,Name,smiles,aqsoldb_A
2803,nonanedioic acid,OC(=O)CCCCCCCC(O)=O,-1.8944614494
790,"2,4-dichlorophenol",Oc1ccc(Cl)cc1Cl,-1.5404913006
1576,3-methyl-2-[(2E)-pent-2-en-1-yl]cyclopent-2-en-1-one,CC\C=C/CC1=C(C)CCC1=O,-2.0452383746
313,"1,2-dimethoxybenzene",COc1ccccc1OC,-1.3149750669
1037,"2-[[4-(diethylamino)-2-methylphenyl]azo]-5-nitrobenzene-1,3-dicarbonitrile",CCN(CC)c1ccc(N=Nc2c(cc(cc2C#N)[N+]([O-])=O)C#N)c(C)c1,-7.4728199696
233,"1,1,1,3,3,3-hexafluoropropan-2-ol",OC(C(F)(F)F)C(F)(F)F,0.020110333
1174,"2-hydroxy-1-{1-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,3,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one",CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3cc(ccc23)C(=O)C(C)(C)O,-5.9372904598
1662,"4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.4694622333
2190,N-ethylethanamine,CCNCC,1.1358509819
2816,octadecafluorodecahydronaphthalene,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,-7.6647115323
691,"2,2,2-trichloroethane-1,1-diol",OC(O)C(Cl)(Cl)Cl,0.93685986115
111,(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O,-2.7359260939
2726,methyl 1-methyl-4-(propan-2-yl)bicyclo[2.2.2]oct-5-ene-2-carboxylate,COC(=O)C1CC2(CCC1(C)C=C2)C(C)C,-4.2008661255
2490,dibutoxyphosphinic acid,CCCCO[P](O)(=O)OCCCC,-1.0773160296
410,"1,4-dichloro-2-nitrobenzene",[O-][N+](=O)c1cc(Cl)ccc1Cl,-3.3642253983
218,"1,1'-disulfanediyldioctadecane",CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,-6.0577588855
718,"2,2-bis(hydroxymethyl)propane-1,3-diol; decanoic acid; heptanoic acid; octanoic acid",CCCCCCCCCC(O)=O,-6.6194034302
911,2-(butoxymethyl)oxirane; propan-2-amine; trifluoroborane,CCCCOCC1CO1,-0.5379542498
1234,2-methyl-5-nitrobenzene-1-sulfonic acid,Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O,0.48985098345
651,16-Nitroviolanthrone,[O-][N+](=O)c1cc2c3ccccc3C(=O)c4ccc5c6ccc7C(=O)c8ccccc8c9ccc(c6c79)c1c5c24,-4.3992383437
472,1-(3-methoxyphenyl)ethan-1-one,COc1cccc(c1)C(C)=O,-1.7969621877000002
2319,"benzene-1,2-diamine",Nc1ccccc1N,-0.491125307
1518,3-[4-(propan-2-yl)phenyl]propanal,CC(C)c1ccc(CCC=O)cc1,-3.3026567859
2909,propanal,CCC=O,0.7216948188
864,2-(2-methylphenoxymethyl)oxirane,Cc1ccccc1OCC2CO2,-2.2911044462
746,"2,3,4-trichlorobut-1-ene",ClCC(Cl)C(Cl)=C,-2.4244542069
1023,"2-[2-ethoxy-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-methyl-7-propyl-1H-imidazo[5,1-f][1,2,4]triazin-4-one",CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,-4.8438678664
1283,2-methylpropanal,CC(C)C=O,-0.0798261768
2666,hexafluoroprop-1-ene,FC(F)=C(F)C(F)(F)F,-2.8870541602666666
1864,"4-{[2,5-dimethoxy-4-(methylsulfamoyl)phenyl]diazenyl}-3-hydroxy-N-(2-oxo-2,3-dihydro-1H-benzimidazol-5-yl)-2-naphthamide",CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1OC,-7.8916361395
361,"1,3-dihydro-2-benzofuran-1-one",O=C1OCc2ccccc12,-0.8627210528
135,"(3E)-4-(2,5,6,6-tetramethylcyclohex-2-en-1-yl)but-3-en-2-one",C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,-3.8026769123
1553,3-hydroxy-2-(hydroxymethyl)-2-{[(9Z)-octadec-9-enoyloxy]methyl}propyl (9Z)-octadec-9-enoate,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC,-7.1238862525
2206,N-propylpropan-1-amine,CCCNCCC,-0.461082427
2828,"octahydrocyclopenta[c]pyrrole-1,3-dione",O=C1NC(=O)C2CCCC12,0.1553573817
2297,acetyl chloride,OC(=O)CCl,-0.24635836023333332
366,"1,3-dimethyl 5-[(E)-2-{2-oxo-1-[(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)carbamoyl]propyl}diazen-1-yl]benzene-1,3-dicarboxylate",COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-6.3777384512
1672,"4-(2-{2-amino-4-oxo-3H,4H,7H-pyrrolo[2,3-d]pyrimidin-5-yl}ethyl)benzoic acid",NC1=Nc2[nH]cc(CCc3ccc(cc3)C(O)=O)c2C(=O)N1,-4.198135082975
29,"(1S,2S)-1-methyl-4-(propan-2-yl)-7-oxabicyclo[2.2.1]heptan-2-ol",CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.288092629
3023,tris(6-methylheptyl)amine,CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,-3.72075199915
22,"(1S,2R,10R,11S,14R,15S)-14-ethynyl-14-hydroxy-15-methyltetracyclo[8.7.0.0Â²,?.0Â¹Â¹,Â¹?]heptadec-6-en-5-one",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-4.7266486308
1730,"4-[(E)-2-(5-cyano-2-hydroxy-1,4-dimethyl-6-oxo-1,6-dihydropyridin-3-yl)diazen-1-yl]-N-(2-ethylhexyl)benzamide",CCCCC(CC)CNC(=O)c1ccc(N\N=C2\C(=C(C#N)C(=O)N(C)C2=O)C)cc1,-7.0248108563
871,"2-(2-undecyl-4,5-dihydro-1H-imidazol-1-yl)ethanol",CCCCCCCCCCCC1=NCCN1CCO,-3.8986556211
2405,butanenitrile,CCCC#N,-0.3054959342
420,"1,4-dimethyl 2-aminobenzene-1,4-dicarboxylate",COC(=O)c1ccc(c(N)c1)C(=O)OC,-3.7185037648
2229,O-(4-bromo-2-chlorophenyl) O-ethyl S-propyl thiophosphate,CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-4.245456760350001
460,1-(2-benzenesulfonamidophenyl)-3-phenylurea,O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.5784028785
43,"(2,5-dioxoimidazolidin-4-yl)urea",NC(=O)NC1NC(=O)NC1=O,-1.5087824857
87,"(2R)-5-amino-2-(dibenzylamino)-1,6-diphenylhex-4-en-3-one",NC(Cc1ccccc1)=CC(=O)[C@@H](Cc2ccccc2)N(Cc3ccccc3)Cc4ccccc4,-7.6633437338
829,"2,6-di-tert-butyl-4-methylphenol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-5.4817771016800005
765,"2,3-dimethylpentane; 2-methylpentane; 3-methylhexane; 3-methylpentane",CCCC(C)C,-3.47238266468
282,"1,2,4-trinonyl benzene-1,2,4-tricarboxylate",CCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCC)c(c1)C(=O)OCCCCCCCCC,-6.757182205
1789,4-ethoxyaniline,CCOc1ccc(N)cc1,-0.8485512303
2877,phenoxybenzene,O(c1ccccc1)c2ccccc2,-3.9443197032
2928,pyrrolidin-2-one,O=C1CCCN1,-0.9299601791
2898,prop-2-enal,C=CC=O,0.5693792548
2533,dimethyl[2-[(2-methyl-1-oxoallyl)oxy]ethyl](3-sulphopropyl)ammonium hydroxide,CC(=C)C(=O)OCC[N+](C)(C)CCC[S]([O-])(=O)=O,0.9627399696
533,"1-amino-4-(ethylamino)-9,10-dioxo-9,10-dihydroanthracene-2-carbonitrile",CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905
1392,"3,3-bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one",Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-4.9765355633
2495,dibutyltin bis(2-ethylhexanoate),CCCC[Sn++]CCCC,-3.84137030355
2399,"butan-2-one O,O',O''-(methylsilylidyne)trioxime",CC/C(C)=N/O[Si@](C)(O\N=C(C)\CC)O\N=C(C)\CC,-0.4792340167
3035,undecan-2-one,CCCCCCCCCC(C)=O,-4.2018206695
2151,N-(4-chlorophenyl)-2-[(4-methyl-2-nitrophenyl)diazenyl]-3-oxobutanamide,CC(=O)C(N=Nc1ccc(C)cc1[N+]([O-])=O)C(=O)Nc2ccc(Cl)cc2,-7.6052980935
1253,2-methylbutyl acrylate,CCC(C)COC(=O)C=C,-2.6532064055
602,1-methyl-3-nitrobenzene,Cc1cccc(c1)[N+]([O-])=O,-2.4568788874666665
945,"2-Butenedioic acid (E)-, di-C16-18-alkyl esters",CCCCCCCCCCCCCCCCCOC(=O)/C=C/C(=O)OCCCCCCCCCCCCCCCCC,-7.0740773653
2456,cyclohexapentylose,OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O,-0.9454685851
1776,"4-chloro-3,5-dimethylphenol",Cc1cc(O)cc(C)c1Cl,-2.5047194148500003
1222,2-methyl-1-phenylpropan-2-yl butanoate,CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126
2230,"O1-nonyl O2-octyl benzene-1,2-dicarboxylate",CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-4.7809414151
2667,"hexahydro-2-benzofuran-1,3-dione",O=C1OC(=O)C2CCCCC12,-1.5647364969
1913,5-methyl-2-(propan-2-yl)cyclohexan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.5311802179
221,"1,1'-methylenebis(4-fluorobenzene)",Fc1ccc(Cc2ccc(F)cc2)cc1,-6.9121561366
543,1-bromobutane,CCCCBr,-2.1977641867
1777,4-chloro-N-(3-chloro-2-methylphenyl)-3-[(E)-2-{1-[(5-chloro-4-{2-[(E)-2-{2-chloro-5-[(3-chloro-2-methylphenyl)carbamoyl]phenyl}diazen-1-yl]-3-oxobutanamido}-2-methylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]benzamide,CC(=O)C(N=Nc1cc(ccc1Cl)C(=O)Nc2cccc(Cl)c2C)C(=O)Nc3cc(Cl)c(NC(=O)C(N=Nc4cc(ccc4Cl)C(=O)Nc5cccc(Cl)c5C)C(C)=O)cc3C,-7.9717711074
2318,benzene,c1ccccc1,-1.6304399516
1878,5-(methoxymethyl)furan-2-carbaldehyde,COCc1oc(C=O)cc1,-0.0227042741
1323,2-phenylethyl 2-methylpropanoate,CC(C)C(=O)OCCc1ccccc1,-3.082423889033333
3048,{2-[(2-phenylpropan-2-yl)peroxy]propan-2-yl}benzene,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-5.798493258
2626,ethyl 9-oxo-9H-thioxanthene-2-carboxylate,CCOC(=O)c1ccc2Sc3ccccc3C(=O)c2c1,-6.7566025068
1600,3-methylbutyl propanoate,CCC(=O)OCCC(C)C,-2.870073641
705,"2,2,4-trimethylhexanedinitrile; 2,4,4-trimethylhexanedinitrile",CC(CC#N)CC(C)(C)C#N,-1.5746822214
678,"2,2'-({4-[(2-hydroxyethyl)amino]-3-nitrophenyl}imino)diethanol",OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO,-1.7953855716
1690,"4-(oxiran-2-ylmethoxy)-N,N-bis(oxiran-2-ylmethyl)aniline",C1OC1COc2ccc(cc2)N(CC3CO3)CC4CO4,-1.9192347247
272,"1,2,3,6-tetrahydrophthalic anhydride",O=C1OC(=O)C2CC=CCC12,-0.7139217719
521,1-[({[(tetradecyloxy)carbonyl]peroxy}carbonyl)oxy]tetradecane,CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC,-4.33529694315
1694,4-(propan-2-yl)cyclohexan-1-ol,CC(C)C1CCC(O)CC1,-2.0680942751
1665,"4-(2,6,6-trimethylcyclohex-1-en-1-yl)butan-2-one",CC(=O)CCC1=C(C)CCCC1(C)C,-3.6550445763
1457,"3-(3,5-di-tert-butyl-4-hydroxyphenyl)-N-octadecylpropanamide",CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.724189002
2447,cyclohex-3-ene-1-carbaldehyde,O=CC1CCC=CC1,-0.97943024255
350,"1,3-dibromo-5-{2-[3,5-dibromo-4-(2,3-dibromopropoxy)phenyl]propan-2-yl}-2-(2,3-dibromopropoxy)benzene",CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c2cc(Br)c(OCC(Br)CBr)c(Br)c2,-9.8164351053
1094,2-chloro-1-methyl-4-nitrobenzene,Cc1ccc(cc1Cl)[N+]([O-])=O,-3.5442781768
2493,dibutylbis(dodecylsulfanyl)stannane,CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,-6.295424349
2356,"bis(2,4,4-trimethylpentyl)phosphinic acid",CC(CC(C)(C)C)C[P](O)(=O)CC(C)CC(C)(C)C,-4.3661284711
845,"2,9-Bis(2-phenylethyl)anthra(2,1,9-def:6,5,10-d'e'f')diisoquinoline-1,3,8,10(2H,9H)-tetrone",O=C1N(CCc2ccccc2)C(=O)c3ccc4c5ccc6C(=O)N(CCc7ccccc7)C(=O)c8ccc(c9ccc1c3c49)c5c68,-8.4761487948
2946,tert-butyl methacrylate,CC(=C)C(=O)OC(C)(C)C,-2.4119533277
1924,5-nitroisophthalic acid,OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,-2.178419855
2717,methanethiol,CS,-0.404797036
2623,ethyl 4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,-2.2736250302
1146,2-ethylhexyl 2-{[({2-[(2-ethylhexyl)oxy]-2-oxoethyl}sulfanyl)dimethylstannyl]sulfanyl}acetate,CCCCC(CC)COC(=O)CS[Sn](C)(C)SCC(=O)OCC(CC)CCCC,-4.0456632384
168,"(5-ethyl-1,3-dioxan-5-yl)methyl prop-2-enoate",CCC1(COCOC1)COC(=O)C=C,-1.3330548746
2714,methane; sulfuric acid,C,-3.02946954505
1872,"5,8,11,13,16,19-hexaoxatricosane",CCCCOCCOCCOCOCCOCCOCCCC,-1.3016357757
2607,ethyl 2-methylpentanoate,CCCC(C)C(=O)OCC,-2.4896905423
741,"2,3,3,3-tetrafluoroprop-1-ene",FC(=C)C(F)(F)F,-2.7599573667
736,"2,2-dimethyloxirane",CC1(C)CO1,-0.0945494336
2359,bis(2-butoxyethyl) adipate,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,-4.24703494035
1295,2-methylpropyl prop-2-enoate,CC(C)COC(=O)C=C,-1.8296385223499998
2273,[(bis{6-[bis(phosphonomethyl)amino]hexyl}amino)methyl]phosphonic acid,O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O,-0.09167824625
1812,4-methoxyaniline,COc1ccc(N)cc1,-0.75813106075
367,"1,3-dimethyl benzene-1,3-dicarboxylate",COC(=O)c1cccc(c1)C(=O)OC,-2.825819918
847,"2,9-dimethyl-5,7,12,14-tetrahydro-5,12-diazapentacene-7,14-dione",Cc1ccc2Nc3cc4C(=O)c5cc(C)ccc5Nc4cc3C(=O)c2c1,-7.7837785588
2316,aziridine,C1CN1,1.3658352118
2924,pyridin-2-amine,Nc1ccccn1,1.0263319245
2413,butyl 4-oxopentanoate,CCCCOC(=O)CCC(C)=O,-1.306674746
351,"1,3-dichloro-2-methylbenzene",Cc1c(Cl)cccc1Cl,-3.7919361419
1036,"2-[[3,5,5-trimethyl-6-[2-(2-methylprop-2-enoyloxy)ethoxycarbonylamino]hexyl]carbamoyloxy]ethyl 2-methylprop-2-enoate",CC(CCNC(=O)OCCOC(=O)C(C)=C)CC(C)(C)CNC(=O)OCCOC(=O)C(C)=C,-4.6312250908
1192,2-hydroxyethyl prop-2-enoate,OCCOC(=O)C=C,0.9351079333
889,2-(4-chloro-2-methylphenoxy)propanoic acid,CC(Oc1ccc(Cl)cc1C)C(O)=O,-2.4660307863
2571,"ethane-1,2-diyl bis(3-oxobutanoate)",CC(=O)CC(=O)OCCOC(=O)CC(C)=O,-0.0337559003
2737,"methyl 2-amino-4-[(2,5-dichlorophenyl)carbamoyl]benzoate",COC(=O)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1N,-5.7900649855
2411,butyl 2-methylprop-2-enoate,CCCCOC(=O)C(C)=C,-2.449461115
498,1-(octyloxy)octane,CCCCCCCCOCCCCCCCC,-6.3846168146
2838,octanoic acid,CCCCCCCC(O)=O,-2.29421446485
210,(phenylmethanesulfinylmethyl)benzene,O=[S](Cc1ccccc1)Cc2ccccc2,-2.8588087212
798,"2,4-dinitrophenol",Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-1.819466098
670,"2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetonitrile",N#CCN(CCN(CC#N)CC#N)CC#N,-2.843921258
227,"1,1':4',1''-terphenyl",c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848
365,"1,3-diisopropylbenzene",CC(C)c1cccc(c1)C(C)C,-6.6027992709
695,"2,2,3,3,5,5,6,6-octafluoro-4-(trifluoromethyl)morpholine",FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-5.5960586261
2985,trichloromethane,ClC(Cl)Cl,-1.15561967885
2194,N-methylacetamide,CNC(C)=O,1.1361123296
2682,hexanoyl hexanoate,CCCCCC(=O)OC(=O)CCCCC,-4.296805043
912,2-(butylamino)ethan-1-ol,CCCCNCCO,0.931102034
407,"1,4-dibromobutane",BrCCCCBr,-2.7902167817
2007,9H-carbazole,[nH]1c2ccccc2c3ccccc13,-5.147547803466667
937,2-(tert-butylperoxy)-2-methylpropane,CC(C)(C)OOC(C)(C)C,-2.9320403696
2375,bis(8-methylnonyl) sebacate,CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-6.842636651975
756,"2,3-dichloroaniline",Nc1cccc(Cl)c1Cl,-2.1303847013
2801,nonan-2-one,CCCCCCCC(C)=O,-2.7569826597000002
2448,cyclohexanamine,NC1CCCCC1,1.0035890328
1255,2-methylcyclohexyl acetate,CC1CCCCC1OC(C)=O,-2.5502978569
7,(10Z)-1-oxacycloheptadec-10-en-2-one,O=C1CCCCCCC\C=C/CCCCCCO1,-5.6293975546
2906,propan-2-yl tetradecanoate,CCCCCCCCCCCCCC(=O)OC(C)C,-6.733128222
1270,"2-methylpentane-1,5-diamine",CC(CN)CCCN,-0.21912110894999998
1956,6-amino-4-hydroxynaphthalene-2-sulfonic acid,Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,-2.8833112394
415,"1,4-dihydroxy-9,10-dihydroanthracene-9,10-dione",Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-6.2709758824428565
1123,"2-ethyl-2-[2-(6-methoxy-3,4-dihydro-2H-naphthalen-1-ylidene)ethyl]cyclopentane-1,3-dione",CCC1(C\C=C2/CCCc3cc(OC)ccc23)C(=O)CCC1=O,-4.172504242
838,"2,6-dimethylhept-5-enal",CC(CCC=C(C)C)C=O,-2.4478585415
685,"2,2'-oxybis(5,5-dimethyl-1,3,2-dioxaphosphinane) 2,2'-disulfide",CC1(C)CO[P](=S)(OC1)O[P]2(=S)OCC(C)(C)CO2,-5.3933833945
2346,benzyldimethylamine,CN(C)Cc1ccccc1,-1.2279188258
199,(diethoxymethoxy)ethane,CCOC(OCC)OCC,-2.040520296
283,"1,2,4-tris(2-ethylhexyl) benzene-1,2,4-tricarboxylate",CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC,-8.2520983426
231,"1,1,1,2-tetrafluoroethane",FCC(F)(F)F,-2.0087278867
2512,difluoromethane,FCF,-1.3434934163333334
2897,prop-2-en-1-yl hexanoate,CCCCCC(=O)OCC=C,-2.692754567
96,"(2R,5S)-5-methyl-2-(propan-2-yl)cyclohexan-1-one",CC(C)C1CCC(C)CC1=O,-2.350645181
1483,"3-(heptanoyloxy)-2,2-bis[(heptanoyloxy)methyl]propyl heptanoate",CCCCCCC(=O)OCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC,-7.0680633512
2616,ethyl 3-methyl-3-phenyloxirane-2-carboxylate,CCOC(=O)C1OC1(C)c2ccccc2,-2.3143750058
2285,"[2-butyl-4-chloro-1-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1H-imidazol-5-yl]methanol",CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4,-4.9450169862
1225,2-methyl-2-[(2-methylundecan-2-yl)disulfanyl]undecane,CCCCCCCCCC(C)(C)SSC(C)(C)CCCCCCCCC,-8.15904000415
1134,"2-ethylheptyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate bis(2-ethylhexyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate) 2-ethylpentyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate 3-methylhexyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate 4-methyloctyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate 6-methylheptyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate",CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-0.3505491226
2195,N-methylcyclohexanamine,CNC1CCCCC1,-0.3214680129
2914,"propane-1,2-diyl dibenzoate",CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,-4.5673029377
2634,ethyl heptanoate,CCCCCCC(=O)OCC,-3.0989484737
2611,"ethyl 3,4-dihydroxybenzoate",CCOC(=O)c1ccc(O)c(O)c1,-1.8591019155500002
2718,methanol,CO,1.4942803839
104,(2S)-2-amino-4-carbamoylbutanoic acid,N[C@@H](CCC(N)=O)C(O)=O,-0.5800934512
2269,"[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] 3,4,5-trihydroxybenzoate",Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4,-1.0591609316
1103,2-chlorobutane,CCC(C)Cl,-2.002789147
2536,dimethyltin dichloride,C[Sn](C)(Cl)Cl,0.573595477
2414,butyl acetate,CCCCOC(C)=O,-1.2114386159500001
940,2-({2-[2-(dimethylamino)ethoxy]ethyl}(methyl)amino)ethan-1-ol,CN(C)CCOCCN(C)CCO,0.4764657364
1941,"6,6-dimethoxy-2,5,5-trimethylhex-2-ene",COC(OC)C(C)(C)CC=C(C)C,-3.3397616042
2902,"propan-2-yl 2,2,2-trifluoroacetate",CC(C)OC(=O)C(F)(F)F,-1.3311450656
226,"1,1':3',1''-terphenyl-2'-ol",Oc1c(cccc1c2ccccc2)c3ccccc3,-5.6839101049
810,"2,5-bis(tert-butylperoxy)-2,5-dimethylhex-3-yne",CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,-5.1145685291
2338,benzyl 2-phenylacetate,O=C(Cc1ccccc1)OCc2ccccc2,-3.8632748797
1593,3-methylbutanal,CC(C)CC=O,-0.7088980843499999
1651,"4,6-dichloro-5-nitro-2-(propylsulfanyl)pyrimidine",CCCSc1nc(Cl)c(c(Cl)n1)[N+]([O-])=O,-4.3869446244
1114,2-decyltetradecanoic acid,CCCCCCCCCCCCC(CCCCCCCCCC)C(O)=O,-5.8676395216
2153,N-(4-ethoxyphenyl)-3-hydroxy-2-naphthamide,CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.3115405454
1320,2-phenylethan-1-ol,OCCc1ccccc1,-0.8149198870500001
2707,lauronitrile,CCCCCCCCCCCC#N,-5.2899699473
1344,2-tert-butyl-5-methylphenol,Cc1ccc(c(O)c1)C(C)(C)C,-2.672674663
2187,"N-ethyl-N'-isopropyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine",CCNc1nc(NC(C)C)nc(SC)n1,-3.0613383573
464,"1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidin-4-ol",CC1(C)CC(O)CC(C)(C)N1CCO,-0.8598205529
785,"2,4-dichloro-1-(chloromethyl)benzene",ClCc1ccc(Cl)cc1Cl,-3.5129421932
2793,"naphthalene-1,8-diamine",Nc1cccc2cccc(N)c12,-2.31177467085
1991,7-oxabicyclo[4.1.0]heptan-3-ylmethyl 7-oxabicyclo[4.1.0]heptane-3-carboxylate,O=C(OCC1CCC2OC2C1)C3CCC4OC4C3,-1.2604846902
2212,"N-{2-[(E)-2-(2-chloro-4,6-dinitrophenyl)diazen-1-yl]-5-(diethylamino)-4-methoxyphenyl}acetamide",CCN(CC)c1cc(NC(C)=O)c(cc1OC)N=Nc2c(Cl)cc(cc2[N+]([O-])=O)[N+]([O-])=O,-4.6673277833
1397,"3,4-dichloroaniline",Nc1ccc(Cl)c(Cl)c1,-2.3339823294333333
1659,4-(1-methoxy-1-methylethyl)-1-methylcyclohexene,COC(C)(C)C1CCC(=CC1)C,-3.2966135776
3040,vinyl 2-ethylhexanoate,CCCCC(CC)C(=O)OC=C,-4.1519109764
212,"1'-(phenylmethyl)-[1,4'-bipiperidine]-4'-carbonitrile",N#CC1(CC[NH+](CC1)Cc2ccccc2)[NH+]3CCCCC3,-2.2459922106
12,"(1E,5E,9E)-cyclododeca-1,5,9-triene",C\1C\C=C/CC\C=C/CC/C=C1,-5.5641262584
2955,tetradecyl octadec-9-enoate,CCCCCCCCCCCCCCOC(=O)CCCCCCC\C=C/CCCCCCCC,-6.9812258596
422,"1,4-dimethyl butanedioate",COC(=O)CCC(=O)OC,-0.05644670585
2575,ethanethiol,CCS,-0.9033789642000001
2424,cadmium(2+) ion sulfanediide,S=[Cd],-4.080623481
