,Name,SMILES,Solubility
736,"2,2-dimethyloxirane",CC1(C)CO1,-0.0945494336
737,"2,2-dimethylpropane-1,3-diol",CC(C)(CO)CO,0.901422988
738,"2,2-dimethylpropane-1,3-diyl dibenzoate",CC(C)(COC(=O)c1ccccc1)COC(=O)c2ccccc2,-5.431522885900001
739,"2,2-dimethylpropane-1,3-diyl dioctanoate",CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC,-6.02176786645
740,"2,2-dioctyl-1,3,2-oxathiastannolan-5-one",CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CS1,-6.4456261549
741,"2,3,3,3-tetrafluoroprop-1-ene",FC(=C)C(F)(F)F,-2.7599573667
742,"2,3,3-trimethyl-3H-indole-5-carboxylic acid",CC1=Nc2ccc(cc2C1(C)C)C(O)=O,-2.6625890537
743,"2,3,4,5,6,7-hexahydro-1H-isoindole-1,3-dione",O=C1NC(=O)C2=C1CCCC2,-1.974517726
744,"2,3,4,5-tetraboratetracyclo[2.1.0.0Â¹,Â³.0Â²,?]pentane",B12B3B4B1C234,-5.885070525
745,"2,3,4-Tris(6-diazo-5,6-dihydro-5-oxo-1-naphthalenesulfonyloxy)benzophenone",[N-]=[N+]=C1C=Cc2c(cccc2[S](=O)(=O)Oc3ccc(C(=O)c4ccccc4)c(O[S](=O)(=O)c5cccc6C(=O)C(C=Cc56)=[N+]=[N-])c3O[S](=O)(=O)c7cccc8C(=O)C(C=Cc78)=[N+]=[N-])C1=O,-6.8208950069
746,"2,3,4-trichlorobut-1-ene",ClCC(Cl)C(Cl)=C,-2.4244542069
747,"2,3,5,6-tetrachloropyridine",Clc1cc(Cl)c(Cl)nc1Cl,-3.9217698805
748,"2,3,5-trimethylbenzene-1,4-diol",Cc1cc(O)c(C)c(C)c1O,-1.6383266335
749,"2,3,5-trimethylphenol",Cc1cc(C)c(C)c(O)c1,-2.2522030039
750,"2,3,6-trimethylphenol",Cc1ccc(C)c(O)c1C,-1.9684668196
751,"2,3-Dihydroxypropyl docosanoate",CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,-6.9187336597
752,"2,3-bis(acetyloxy)propyl dodecanoate",CCCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O,-6.3783676144
753,"2,3-bis(nitrooxy)propyl nitrate",[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-2.1731400641
754,"2,3-dibutyl 1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylate",CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-7.5095589026
755,"2,3-dichloro-1,4-naphthoquinone",ClC1=C(Cl)C(=O)c2ccccc2C1=O,-5.023776406
756,"2,3-dichloroaniline",Nc1cccc(Cl)c1Cl,-2.1303847013
757,"2,3-dichlorobenzoic acid",OC(=O)c1cccc(Cl)c1Cl,-2.3316729189
758,"2,3-dihydro-1,2-benzothiazol-3-one",O=C1NSc2ccccc12,-1.9490506976133333
759,"2,3-dihydro-1H-isoindole-1,3-dione",O=C1NC(=O)c2ccccc12,-3.10545797775
760,"2,3-dihydroxypropyl 12-hydroxyoctadecanoate",CCCCCCC(O)CCCCCCCCCCC(=O)OCC(O)CO,-3.3974324562
761,"2,3-dihydroxypropyl dodecanoate",CCCCCCCCCCCC(=O)OCC(O)CO,-5.4383856897
762,"2,3-dihydroxypropyl laurate",CCCCCCCCCCCC(=O)OCC(O)CO,-4.6602344394
763,"2,3-dihydroxypropyl tetradecanoate",CCCCCCCCCCCCCC(=O)OCC(O)CO,-7.3978753981
764,"2,3-dimethyloxirane",CC1OC1C,0.3972950779
765,"2,3-dimethylpentane; 2-methylpentane; 3-methylhexane; 3-methylpentane",CCCC(C)C,-3.47238266468
766,"2,3-dimethylphenol",Cc1cccc(O)c1C,-1.4479317152333333
767,"2,3-dimethylphenol; 2,4-dimethylphenol; 2,5-dimethylphenol; 2,6-dimethylphenol; 3,4-dimethylphenol; 3,5-dimethylphenol",Cc1ccc(O)c(C)c1,-2.0766481644
768,"2,4,4,7-tetramethyloct-6-en-3-one",CC(C)C(=O)C(C)(C)CC=C(C)C,-3.4892158636
769,"2,4,4-trimethylpent-1-ene",CC(=C)CC(C)(C)C,-4.688326948
770,"2,4,4-trimethylpentan-2-yl 2,2,3,5-tetramethylhexaneperoxoate 2,4,4-trimethylpentan-2-yl 2,2-diethylhexaneperoxoate 2,4,4-trimethylpentan-2-yl 2,2-dimethyloctaneperoxoate 2,4,4-trimethylpentan-2-yl 2,4-dimethyl-2-(propan-2-yl)pentaneperoxoate 2,4,4-trimethylpentan-2-yl 2-ethyl-2,5-dimethylhexaneperoxoate",CC(C)(C)CCCCC1(OO1)C(=O)OC(C)(C)CC(C)(C)C,-6.9712344191
771,"2,4,5-trichloroaniline",Nc1cc(Cl)c(Cl)cc1Cl,-3.4359504856
772,"2,4,6,8,10-pentamethyl-1,3,5,7,9,2,4,6,8,10-pentaoxapentasilecane",C[Si]1O[Si](C)O[Si](C)O[Si](C)O[Si](C)O1,0.5292955703
773,"2,4,6-tri-tert-butylphenol",CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-6.6196845151
774,"2,4,6-tribromophenol",Oc1c(Br)cc(Br)cc1Br,-2.5332430367
775,"2,4,6-trichloro-1,3,5-triazine",Clc1nc(Cl)nc(Cl)n1,-2.67960684455
776,"2,4,6-trichloroaniline",Nc1c(Cl)cc(Cl)cc1Cl,-3.6902203216
777,"2,4,6-trimethylbenzene-1,3-diamine",Cc1cc(C)c(N)c(C)c1N,-0.8207163555
778,"2,4,6-trimethylcyclohex-3-ene-1-carbaldehyde",CC1CC(=CC(C)C1C=O)C,-1.8440637235
779,"2,4,6-tris(butan-2-yl)phenol",CCC(C)c1cc(C(C)CC)c(O)c(c1)C(C)CC,-6.134924202500001
780,"2,4,6-tris[(dimethylamino)methyl]phenol",CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.5055163708
781,"2,4,7,9-tetramethyldec-5-yne-4,7-diol",CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,-2.1243507639
782,"2,4-bis(2-methylbutan-2-yl)phenol",CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC,-4.892804854
783,"2,4-di-tert-butylphenol",CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-3.7960463334
784,"2,4-di-tert-butylphenyl 3,5-di-tert-butyl-4-hydroxybenzoate",CC(C)(C)c1ccc(OC(=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C,-7.3410901182
785,"2,4-dichloro-1-(chloromethyl)benzene",ClCc1ccc(Cl)cc1Cl,-3.5129421932
786,"2,4-dichloro-1-methylbenzene",Cc1ccc(Cl)cc1Cl,-4.05639449205
787,"2,4-dichloro-1-nitrobenzene",[O-][N+](=O)c1ccc(Cl)cc1Cl,-2.3553554421666667
788,"2,4-dichloroaniline",Nc1ccc(Cl)cc1Cl,-2.4867638457
789,"2,4-dichlorobenzoyl 2,4-dichlorobenzene-1-carboperoxoate",Clc1ccc(c(Cl)c1)C(=O)OOC(=O)c2ccc(Cl)cc2Cl,-8.2787650296
790,"2,4-dichlorophenol",Oc1ccc(Cl)cc1Cl,-1.5404913006
791,"2,4-diethyl-3-propylpentane-1,5-diol; 2,4-diethyloctan-1-ol; 2-ethylhexan-1-ol; 2-ethylhexane-1,3-diol",CCCCC(CC)CO,-2.9252846689
792,"2,4-dihydro-1H-3,1-benzoxazine-2,4-dione",O=C1Nc2ccccc2C(=O)O1,-2.735417906
793,"2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",CC(C)(CO)C(O)C(=O)NCCCO,0.4376764541
794,"2,4-dimethyl-1-nitrobenzene",Cc1ccc(c(C)c1)[N+]([O-])=O,-3.0555996074
795,"2,4-dimethyl-4-phenyltetrahydrofuran",CC1CC(C)(CO1)c2ccccc2,-2.4332379452
796,"2,4-dimethylaniline",Cc1ccc(N)c(C)c1,-1.3352536727
797,"2,4-dimethylphenol",Cc1ccc(O)c(C)c1,-1.1429650342
798,"2,4-dinitrophenol",Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-1.819466098
799,"2,4-dioxo-1,3-diazetidine-1,3-bis(methyl-m-phenylene) diisocyanate",Cc1ccc(cc1N=C=O)N2C(=O)N(c3ccc(C)c(c3)N=C=O)C2=O,-5.0368259397
800,"2,4-ditert-butyl-6-(3,5-ditert-butyl-2-hydroxyphenyl)phenol",CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)c2cc(cc(c2O)C(C)(C)C)C(C)(C)C,-7.7513254317
801,"2,4a,5,8a-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl formate",CC1CCC2(C)C(=CCCC2(C)C1OC=O)C,-5.0311421132
802,"2,5,6-trimethylcyclohex-2-en-1-one",CC1CC=C(C)C(=O)C1C,-1.8852669619
803,"2,5,7,10,11,14-hexaoxa-1,6-distibabicyclo[4.4.4]tetradecane",C1CO[Sb]2OCCO[Sb](O1)OCCO2,-9.0249738719
804,"2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydro-2H-1-benzopyran-6-ol",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,-8.520248661
805,"2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydro-2H-1-benzopyran-6-yl acetate",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,-5.7715452251
806,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC,0.6530976581
807,"2,5,8,11-tetramethyldodec-6-yne-5,8-diol",CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,-3.4375252922
808,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,0.7490240663
809,"2,5-bis(1,1-dimethylpropyl)benzene-1,4-diol",CCC(C)(C)c1cc(O)c(cc1O)C(C)(C)CC,-6.4955131172
810,"2,5-bis(tert-butylperoxy)-2,5-dimethylhex-3-yne",CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,-5.1145685291
811,"2,5-bis[(4-methylphenyl)amino]terephthalic acid",Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1,-5.0705134819
812,"2,5-dianilinoterephthalic acid",OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O,-4.9857232877
813,"2,5-dichlorophenol",Oc1cc(Cl)ccc1Cl,-1.9111656018
814,"2,5-dihydrofuran-2,5-dione",O=C1OC(=O)C=C1,0.6201869792666667
815,"2,5-dimethoxyaniline",COc1ccc(OC)c(N)c1,-1.8588690394
816,"2,5-dimethylhexane-2,5-diyl bis[2-(ethylperoxy)hexanoate]",CCCCC(CC)C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)C(CC)CCCC,-7.1884960445
817,"2,5-dimethylphenol",Cc1ccc(C)c(O)c1,-1.56105477305
818,"2,5-diphenyl-1,3-oxazole",o1c(cnc1c2ccccc2)c3ccccc3,-5.5532102962
819,"2,6,10,15,19,23-hexamethyltetracosane",CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,-5.2077375163
820,"2,6,10-trimethyldodecane",CCC(C)CCCC(C)CCCC(C)C,-7.77232383015
821,"2,6,10-trimethylundec-9-enal",CC(CCCC(C)C=O)CCC=C(C)C,-5.496890424
822,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CCC2CC1C2(C)C,-4.7318576164333335
823,"2,6,6-trimethylbicyclo[3.1.1]heptane-3-carbaldehyde",CC1C(CC2CC1C2(C)C)C=O,-3.5580403929
824,"2,6,6-trimethylcyclohex-2-ene-1,4-dione",CC1=CC(=O)CC(C)(C)C1=O,-0.8779041501
825,"2,6,6-trimethylcyclohexa-1,3-diene-1-carbaldehyde",CC1=C(C=O)C(C)(C)CC=C1,-2.4650077569
826,"2,6-di-tert-butyl-4-(hydroxymethyl)phenol",CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C,-4.0127821042
827,"2,6-di-tert-butyl-4-[(3,5-di-tert-butyl-4-hydroxyphenyl)methyl]phenol",CC(C)(C)c1cc(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-8.682640845166667
828,"2,6-di-tert-butyl-4-[(dimethylamino)methyl]phenol",CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-3.2208946497
829,"2,6-di-tert-butyl-4-methylphenol",Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-5.4817771016800005
830,"2,6-di-tert-butyl-4-nonylphenol",[O-][N+](=O)c1ncn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)n1,-5.9681067667
831,"2,6-di-tert-butylphenol",CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.6858977532
832,"2,6-diamino-1,4-dihydropyrimidin-4-one",NC1=CC(=O)N=C(N)N1,-1.378146596
833,"2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol",CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,-5.978806838314286
834,"2,6-dichloro-4-(trifluoromethyl)aniline",Nc1c(Cl)cc(cc1Cl)C(F)(F)F,-3.591642752
835,"2,6-diethylanthracene; 9,9-dipropylicosane; tricosane",CCCCCCCCCCCCCCCCCCCCCCC,-5.767151694
836,"2,6-dimethyl naphthalene-2,6-dicarboxylate",COC(=O)c1ccc2cc(ccc2c1)C(=O)OC,-6.2566019152
837,"2,6-dimethylaniline",Cc1cccc(C)c1N,-1.0685064176999999
838,"2,6-dimethylhept-5-enal",CC(CCC=C(C)C)C=O,-2.4478585415
839,"2,6-dimethylheptan-2-ol",CC(C)CCCC(C)(C)O,-2.2869836341
840,"2,6-dimethylheptan-4-one",CC(C)CC(=O)CC(C)C,-2.0927408845
841,"2,6-dimethylmorpholine",CC1CNCC(C)O1,0.9386380084
842,"2,6-dimethyloct-7-en-2-ol",CC(CCCC(C)(C)O)C=C,-2.2212072407
843,"2,6-dimethyloctan-2-ol",CCC(C)CCCC(C)(C)O,-2.7493446847
844,"2,6-dimethylphenol",Cc1cccc(C)c1O,-1.2989050493
845,"2,9-Bis(2-phenylethyl)anthra(2,1,9-def:6,5,10-d'e'f')diisoquinoline-1,3,8,10(2H,9H)-tetrone",O=C1N(CCc2ccccc2)C(=O)c3ccc4c5ccc6C(=O)N(CCc7ccccc7)C(=O)c8ccc(c9ccc1c3c49)c5c68,-8.4761487948
846,"2,9-dichloro-5,7,12,14-tetrahydro-5,12-diazapentacene-7,14-dione",Clc1ccc2Nc3cc4C(=O)c5cc(Cl)ccc5Nc4cc3C(=O)c2c1,-7.4198053963
847,"2,9-dimethyl-5,7,12,14-tetrahydro-5,12-diazapentacene-7,14-dione",Cc1ccc2Nc3cc4C(=O)c5cc(C)ccc5Nc4cc3C(=O)c2c1,-7.7837785588
848,"2-(1,3-benzothiazol-2-yldisulfanyl)-1,3-benzothiazole",S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,-4.7439087308
849,"2-(1,3-benzothiazol-2-ylsulfanyl)acetic acid",OC(=O)CSc1sc2ccccc2n1,-3.2288979848
850,"2-(1-amino-9,10-dioxo-9,10-dihydroanthracen-2-yl)-5H,10H-anthra[2,3-d][1,3]oxazole-5,10-dione",Nc1c(ccc2C(=O)c3ccccc3C(=O)c12)c4oc5cc6C(=O)c7ccccc7C(=O)c6cc5n4,-5.4964129822
851,2-(1-methylcarbamimidamido)acetic acid,CN(CC(O)=O)C(N)=N,-0.92890160345
852,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,-3.0824090581
853,"2-(2,6-dimethylphenoxy)acetic acid",Cc1cccc(C)c1OCC(O)=O,-1.8606092315800002
854,"2-(2-amino-1,3-thiazol-4-yl)acetic acid",Nc1scc(CC(O)=O)n1,-1.9816731181
855,2-(2-butoxyethoxy)ethyl 2-methylprop-2-enoate,CCCCOCCOCCOC(=O)C(C)=C,-1.9850050111500002
856,2-(2-butoxyethoxy)ethyl acetate,CCCCOCCOCCOC(C)=O,-0.5040161105
857,2-(2-ethoxyethoxy)-2-methylpropane,CCOCCOC(C)(C)C,-0.6423749906
858,2-(2-ethoxyethoxy)ethyl acetate,CCOCCOCCOC(C)=O,0.7539645196
859,2-(2-ethoxyethoxy)ethyl prop-2-enoate,CCOCCOCCOC(=O)C=C,-0.181251006
860,2-(2-hydroxybenzoyl)-5-methoxyphenol,COc1ccc(c(O)c1)C(=O)c2ccccc2O,-7.2738841077
861,2-(2-hydroxyethoxy)ethan-1-ol,OCCOCCO,0.9741986662
862,2-(2-methylbutan-2-yl)cyclohexyl acetate,CCC(C)(C)C1CCCCC1OC(C)=O,-4.4462039036
863,2-(2-methylbutan-2-yl)phenol,CCC(C)(C)c1ccccc1O,-2.4912242204
864,2-(2-methylphenoxymethyl)oxirane,Cc1ccccc1OCC2CO2,-2.2911044462
865,2-(2-methylphenyl)ethanol,Cc1ccccc1CCO,-1.042878011
866,2-(2-methylpropoxy)naphthalene,CC(C)COc1ccc2ccccc2c1,-4.0439611763
867,2-(2-naphthyloxy)ethanol,OCCOc1ccc2ccccc2c1,-2.7142946902
868,2-(2-oxoimidazolidin-1-yl)ethyl methacrylate,CC(=C)C(=O)OCCN1CCNC1=O,-0.7971518537
869,2-(2-phenoxyethoxy)ethan-1-ol,OCCOCCOc1ccccc1,-0.7165256146
870,2-(2-phenylphenoxy)ethyl prop-2-enoate,C=CC(=O)OCCOc1ccccc1c2ccccc2,-3.9515188418
871,"2-(2-undecyl-4,5-dihydro-1H-imidazol-1-yl)ethanol",CCCCCCCCCCCC1=NCCN1CCO,-3.8986556211
872,2-(2-{2-[(2-ethylhexanoyl)oxy]ethoxy}ethoxy)ethyl 2-ethylhexanoate,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,-5.36636981415
873,2-(2-{2-[(2-methylprop-2-enoyl)oxy]ethoxy}ethoxy)ethyl 2-methylprop-2-enoate,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,-1.9005552518
874,2-(2-{2-[2-(prop-2-enoyloxy)ethoxy]ethoxy}ethoxy)ethyl prop-2-enoate,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,-0.5000132962
875,2-(2-{[(2R)-2-ethylhexyl]oxy}ethoxy)ethyl prop-2-enoate 2-(2-{[(2S)-2-ethylhexyl]oxy}ethoxy)ethyl prop-2-enoate,CCCC[C@H](CC)COCCOCCOC(=O)C=C,-3.9942741056
876,2-(2-{[2-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane; 2-(2-{[4-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane; 2-(4-{[4-(oxiran-2-ylmethoxy)phenyl]methyl}phenoxymethyl)oxirane,Oc1ccccc1,-4.0347567611
877,"2-(2H-1,2,3-benzotriazol-2-yl)-4,6-bis(2-methylbutan-2-yl)phenol",CCC(C)(C)c1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)CC,-8.545917916
878,"2-(2H-1,2,3-benzotriazol-2-yl)-4,6-bis(2-phenylpropan-2-yl)phenol",CC(C)(c1ccccc1)c2cc(n3nc4ccccc4n3)c(O)c(c2)C(C)(C)c5ccccc5,-7.5003576147499995
879,"2-(2H-1,2,3-benzotriazol-2-yl)-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1ccc(O)c(c1)n2nc3ccccc3n2,-6.8592787305
880,"2-(2H-1,2,3-benzotriazol-2-yl)-4-methylphenol",Cc1ccc(O)c(c1)n2nc3ccccc3n2,-5.73364367615
881,"2-(2H-1,2,3-benzotriazol-2-yl)-6-{[3-(2H-1,2,3-benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl}-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-8.5994764432
882,"2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl 3-methylheptadecanoate",CC(C)CCCCCCCCCCCCCCC(O)=O,-6.6557423758
883,"2-(3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl)propan-2-yl acetate",CC1CCC(CC2=C1CCC2C)C(C)(C)OC(C)=O,-5.0226025122
884,"2-(3-Methoxypropyl)-9(or 10)-methylbenzimidazo(2,1-b)benzo(lmn)(3,8)phenanthroline-1,3,6(2H)-trione",COCCCN1C(=O)c2ccc3C(=O)n4c5ccc(C)cc5nc4c6ccc(C1=O)c2c36,-6.7715099068
885,"2-(4,5-diamino-1H-pyrazol-1-yl)ethan-1-ol; sulfuric acid",Nc1cnn(CCO)c1N,0.44354322329999996
886,"2-(4-aminophenyl)-6-methyl-1,3-benzothiazole-7-sulfonic acid",Cc1ccc2nc(sc2c1[S](O)(=O)=O)c3ccc(N)cc3,-4.3324994616
887,"2-(4-bromo-3-hydroxyquinolin-2-yl)-2,3-dihydro-1H-indene-1,3-dione",Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,-4.8670972664
888,2-(4-chloro-2-fluorophenyl)acetonitrile,Fc1cc(Cl)ccc1CC#N,-2.5939062498
889,2-(4-chloro-2-methylphenoxy)propanoic acid,CC(Oc1ccc(Cl)cc1C)C(O)=O,-2.4660307863
890,2-(4-hydroxyphenyl)acetic acid,OC(=O)Cc1ccc(O)cc1,-0.44048417666666667
891,2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O,-1.3645681178
892,2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,CC1=CC[C@@H](CC1)C(C)(C)O,-1.7303517225
893,"2-(4-methylpent-3-enyl)anthracene-9,10-dione",CC(C)=CCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,-7.9858185244
894,2-(4-phenylbenzoyl)benzoic acid,OC(=O)c1ccccc1C(=O)c2ccc(cc2)c3ccccc3,-4.8282334666
895,2-(4-tert-butylphenoxy)cyclohexyl prop-2-yn-1-yl sulfite,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-6.2122247803
896,2-(4-tert-butylphenoxymethyl)oxirane,CC(C)(C)c1ccc(OCC2CO2)cc1,-3.4302388798
897,2-(4-{2-[4-(2-hydroxyethoxy)phenyl]propan-2-yl}phenoxy)ethan-1-ol,CC(C)(c1ccc(OCCO)cc1)c2ccc(OCCO)cc2,-3.4517905534
898,2-(4-{2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl}phenoxymethyl)oxirane,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,-4.846235671
899,2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,CC(C)(O)C1CCC(C)(O1)C=C,-1.7997284582
900,2-(6-methoxy-2-naphthyl)propanoic acid,COc1ccc2cc(ccc2c1)C(C)C(O)=O,-4.1608270343
901,"2-(6-methoxybenzofuran-2-yl)-1,3-dimethyl-5-(methylsulphonyl)1H-benzimidazolium acetate",COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O,0.2125744686
902,2-(7-ethyl-1H-indol-3-yl)ethan-1-ol,CCc1cccc2c(CCO)c[nH]c12,-1.9153264103
903,2-(acetyloxy)benzoic acid,CC(=O)Oc1ccccc1C(O)=O,-1.68571641935
904,2-(acetyloxy)ethyl acetate,CC(=O)OCCOC(C)=O,0.059271882250000005
905,"2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.33929287925
906,2-(benzoyloxy)ethyl benzoate,O=C(OCCOC(=O)c1ccccc1)c2ccccc2,-5.0700925015
907,2-(benzyloxy)naphthalene,C(Oc1ccc2ccccc2c1)c3ccccc3,-6.708039398
908,"2-(butan-2-yl)-4,6-dinitrophenol",CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-4.0095322608
909,2-(butan-2-yl)cyclohexan-1-one,CCC(C)C1CCCCC1=O,-2.427057806
910,2-(butan-2-yl)phenol,CCC(C)c1ccccc1O,-2.0123777929
911,2-(butoxymethyl)oxirane; propan-2-amine; trifluoroborane,CCCCOCC1CO1,-0.5379542498
912,2-(butylamino)ethan-1-ol,CCCCNCCO,0.931102034
913,2-(carboxyoxy)ethyl hydrogen carbonate,O=C1OCCO1,0.9461910524
914,2-(chloromethyl)oxirane,ClCC1CO1,-0.1477034397
915,2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,-5.0291347649
916,2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol; 2-methyloxirane,CC1CO1,-4.3744000378
917,2-(chloromethyl)oxirane; 4-[2-(4-hydroxyphenyl)propan-2-yl]phenol; 2-methylprop-2-enoic acid,CC(=C)C(O)=O,-5.229282852
918,"2-(cyclohexylsulfanyl)-2,3-dihydro-1H-isoindole-1,3-dione",O=C1N(SC2CCCCC2)C(=O)c3ccccc13,-4.3237941723
919,2-(dibutylamino)ethan-1-ol,CCCCN(CCO)CCCC,-1.6367385714
920,2-(dimethylamino)-2-[(4-methylphenyl)methyl]-1-[4-(morpholin-4-yl)phenyl]butan-1-one,CCC(Cc1ccc(C)cc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-5.165582659599999
921,2-(dimethylamino)ethyl 2-methylprop-2-enoate,CN(C)CCOC(=O)C(C)=C,0.652996547
922,2-(dimethylamino)ethyl acrylate,CN(C)CCOC(=O)C=C,0.53420506395
923,"2-(diphenyl-1,3,5-triazin-2-yl)-5-(hexyloxy)phenol",CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,-9.1518109699
924,"2-(heptan-3-yl)-1,3-dioxolane",CCCCC(CC)C1OCCO1,-3.1195968677
925,2-(hexadecanoylamino)acetic acid,CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.595402430066667
926,2-(hydroxymethyl)-2-[(oleoyloxy)methyl]butyl octadec-9-enoate (non-preferred name),CCCCCCCC\C=C/CCCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCCCCC\C=C/CCCCCCCC,-8.7211960386
927,2-(methylamino)-1-phenylpropan-1-ol,CN[C@@H](C)[C@@H](O)c1ccccc1,-1.4051913165
928,2-(methylamino)ethan-1-ol,CNCCO,1.1242964559
929,"2-(morpholin-4-ylsulfanyl)-1,3-benzothiazole",C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954
930,2-(phenoxymethyl)oxirane,C1OC1COc2ccccc2,-1.7963921827
931,2-(phenylamino)ethan-1-ol,OCCNc1ccccc1,-0.4400677875
